university,studenttotal,teacherscount,sfr
"SIR C.R.R COLLEGE OF ELEMENTARY TEACHER EDUCATION, ELURU (Id: S-16178)",100,9.0,11.11111111111111
SIR C.R. REDDY POLYTECHNIC ELURU (Id: S-630),1670,77.0,21.68831168831169
Sir C.V.Raman D.El.Ed College (Id: S-14311),95,1.0,95.0
SIR C V RAMAN POLYTECHNIC (Id: S-629),357,29.0,12.310344827586206
"SIRDA(WOMEN) POLYTECHNIC VILL. TROAT, P.O KANAID, SUNDERNAGAR, MANDI (Id: S-1133)",313,30.0,10.433333333333334
SIR GANGA RAM HOSPITAL NEW DELHI (Id: S-3746),112,11.0,10.181818181818182
SIR ISSAC NEWTON POLYTECHNIC COLLEGE -PAPPAKOIL (Id: S-2990),1425,87.0,16.379310344827587
SIR MADANLAL COLLEGE OF EDUCATION (Id: S-15212),199,22.0,9.045454545454545
SIR MADAN LAL INSTT. OF PHARMACY ALAMPUR (Id: S-3389),119,8.0,14.875
SIR M VISVESVARAYYA POLYTECHNIC HOSPET (Id: S-1440),324,23.0,14.08695652173913
SIRUGUPPA EDUCATION SOCIETYS T.T.I BELLARY (Id: S-6714),83,8.0,10.375
SISTER NIVEDITA PRIMARY TEACHERS TRAINING INSTITUTE (Id: S-16807),100,9.0,11.11111111111111
SITARAJARAM POLYTECHNIC COLLEGE (Id: S-2991),301,28.0,10.75
"SITA RAMAIAH SCHOOL OF NURSING, QUTBULLAPUR, HYDERABAD (Id: S-13253)",74,1.0,74.0
SITE - A School of Nursing (Id: S-15623),115,13.0,8.846153846153847
SIVAGIRI SREE NARAYANA MEDICAL MISSION MALAYALAM (Id: S-4609),117,12.0,9.75
SIVAKASI INSTITUTE OF PRINTING TECHNOLOGY (Id: S-2958),350,30.0,11.666666666666666
SIVAKUMAR SCHOOL OF NURSING VELLORE (Id: S-5335),40,6.0,6.666666666666667
SIVANI SCHOOL OF NURSING. KARIMNAGAR (Id: S-3619),103,1.0,103.0
"SIVANTHI TEACHER TRAINING INSTITUTE, UDANKUDI, THOOTHUKUDI (Id: S-13916)",6,4.0,1.5
SIVANTHI TEACHER TRAINING INSTITUTION KUNDRATHUR (Id: S-8282),8,6.0,1.3333333333333333
"SIVA PARAMEDICAL SCHOOL OF NURSING, COIMBATORE (Id: S-5334)",11,4.0,2.75
"SIVA POLYTECHNIC COLLEGE, ZAMIN KOTTAMPATTI PIRIVU, POLLACHI (Id: S-13958)",74,12.0,6.166666666666667
SIVA SAI SCHOOL OF NURSING EAST GODAVARI (Id: S-3618),180,18.0,10.0
SIVA SIVANI INSTITUTE OF MANAGEMENT (Id: S-18790),466,32.0,14.5625
"SIX SIGMA INSTITUTE OF TECHNOLOGY & SCIENCE, RUDRAPUR (Id: S-3444)",513,48.0,10.6875
SJ BGS POLYTECHNIC (Id: S-1441),375,34.0,11.029411764705882
S J B SCHOOL OF NURSING BANGALORE (Id: S-4241),127,28.0,4.535714285714286
SJES POLYTECHNIC BANGALORE (Id: S-10977),165,42.0,3.9285714285714284
S.J.E.S TEACHER TRAINING INSTITUTE BANGALORE (Id: S-6599),8,4.0,2.0
S. J.EVENING POLYTECHNIC BANGALORE (Id: S-1416),531,15.0,35.4
S. J. (GOVT.) POLYTECHNIC BANGALORE (Id: S-1415),1813,87.0,20.839080459770116
S J INSTITUTE OF PHARMACY (Id: S-19191),75,4.0,18.75
S J M POLYTECHNIC BIRUR (Id: S-1402),151,21.0,7.190476190476191
S J M POLYTECHNIC CHALLAKERE (Id: S-1403),125,17.0,7.352941176470588
S J M POLYTECHNIC CHITRADURGA (Id: S-1404),400,31.0,12.903225806451612
S J M POLYTECHNIC NELAMANGALA (Id: S-1405),26,6.0,4.333333333333333
"S J M SCHOOL OF NURSING, CHITRADURGA (Id: S-4319)",142,13.0,10.923076923076923
S.J.R. TEACHERS TRAINING INSTITUTE DHARWAD (Id: S-6600),0,3.0,0.0
"SJVP POLYTECHNIC, HARIHAR (Id: S-14522)",241,31.0,7.774193548387097
SKA TEACHER TRAINING INSTITUTE MEENACHISUNDARNAD ST AUNDIPATTY (Id: S-8285),0,5.0,0.0
SKDAV POLYTECHNIC FOR WOMEN ROURKELA (Id: S-2375),734,34.0,21.58823529411765
Skills Development School (Id: S-17727),54,0.0,inf
Skills Development Society (Id: S-17728),42,0.0,inf
"SKLP Insitute of Nursing, Bhuj (Id: S-13988)",155,16.0,9.6875
S K SCHOOL OF NURSING FOR WOMEN NAGAPATTINAM (Id: S-5306),101,13.0,7.769230769230769
SKS COLLEGE OF EDUCATION (Id: S-17427),93,8.0,11.625
S. K. SOMAIYA JR. COLLEGE OF EDUCATION VIDYANAR MUMBAI (Id: S-9798),144,14.0,10.285714285714286
sky light computers private limited (Id: S-18218),200,3.0,66.66666666666667
SKYLINE INSTITUTE OF ENGINEERING (Id: S-19152),87,25.0,3.48
"SLBS POLYTECHNIC COLLEGE, JODHPUR (Id: S-2682)",104,21.0,4.9523809523809526
SLES COLLEGE OF PHARMACY (Id: S-18632),27,7.0,3.857142857142857
SLES PARAMEDICAL COLLEGE (Id: S-18724),59,24.0,2.4583333333333335
SLN TEACHERS TRAINING INSTITUTE BANGALORE (Id: S-6715),29,3.0,9.666666666666666
S M ARUMUGAM POLYTECHNIC COLLEGE DHARMAPURI (Id: S-2957),102,30.0,3.4
S. M. JOSHI ADHYAPAK VIDHYALAYA NASIK-ROAD NASIK NASIK (Id: S-9799),86,5.0,17.2
S.M. MODI BASIC TRAINING COLLEGE MEHSANA (Id: S-5938),74,6.0,12.333333333333334
S M M P P GANPATRAO ADKE INSTITUTE OF NURSING NASHIK (Id: S-4796),119,9.0,13.222222222222221
S M NURSING SCHOOL (Id: S-18827),40,5.0,8.0
SMS COLLEGE OF PARAMEDICAL SCIENCES (Id: S-18766),48,7.0,6.857142857142857
S.M. SHANBHAG HEGDEKAR INSTITUTE UTTARA KANNADA (Id: S-6602),0,3.0,0.0
"S M S POLYTECHNIC COLLEGE, VIRUDHUNAGAR (Id: S-12730)",362,42.0,8.619047619047619
S.M.S. TEACHER TRAINING INSTITUTE SIVAKASI (Id: S-8222),24,6.0,4.0
S.M.S. TEACHER TRAINING SCHOOL AJMER (Id: S-7611),99,7.0,14.142857142857142
SMT AMARDEEP PTC COLLEGE PILVAI (Id: S-11169),20,7.0,2.857142857142857
"SMT.  ASHARFI DEVEI MAHILA MAHAVIDYALAYA BUBAKPUR, SARDHANA ROAD MEERUT (Id: S-14059)",22,22.0,1.0
SMT BAKUL TAMBAT INSTITUTE OF NURSING EDUCATION PUNE (Id: S-4822),233,36.0,6.472222222222222
SMT. B. SEETHA POLYTECHNIC VISHNUPUR BHIMAVARAM (Id: S-632),1559,77.0,20.246753246753247
SMT C G ZALAVADIYA PTC COLLEGE AMRELI (Id: S-11171),0,1.0,0.0
"Smt. Champa Devi shikshan Prashikshan College, Tilaura Pali Sahjanwa Gorakhpur U.P (Id: S-15769)",236,23.0,10.26086956521739
SMT DHAPUBAI BSTC COLLEGE (Id: S-19117),145,10.0,14.5
SMT DURGABAI DESHMUKH GOVT. WOMEN'S TECH. TRAINING INST. HYDERABAD (Id: S-631),493,20.0,24.65
SMT.D.Y.SAWANT NURSING(R.A.N.M) SCHOOL (Id: S-15798),38,5.0,7.6
SMT. FULEHRA SMARAK COLLEGE OF POLYTECHNIC KAMTAILLA RASRA BALLLIA (Id: S-15394),902,45.0,20.044444444444444
"SMT.GOKULABAI BADHE ADHYAPAK VIDHYALAYA,RAMGAON (Id: S-14962)",71,6.0,11.833333333333334
SMT. GUNMALA JAIN CHARITABLE TRUST INSTITUTE OF NURSING EDUCATION (Id: S-18061),30,4.0,7.5
"SMT HANSABEN NURSING SCHOOL, NAGPUR (Id: S-17928)",40,4.0,10.0
SMT JANAKI RANI TALWAR SCHOOL OF NURSING NEW DELHI (Id: S-3747),63,8.0,7.875
"SMT.Kamalaben Patel Institute of Nursing,Kumbhari (Id: S-17851)",19,6.0,3.1666666666666665
SMT KISHORITAI BHOYAR COLLEGE OF PHARMACY D PHARM (Id: S-18968),61,5.0,12.2
Smt. K. N. Patel School of Nursing (Id: S-17925),57,6.0,9.5
Smt Latatai Baburao Patil Institute of Pharmacy Khandgaon  Nanded (Id: S-18973),46,4.0,11.5
"SMT.LAXMIBAI CHANDEKAR NURSING SCHOOL, GOREGAON (Id: S-17957)",40,5.0,8.0
SMT L V (GOVT.) POLYTECHNIC HASSAN (Id: S-1442),926,42.0,22.047619047619047
SMT MAJA BEN CHANDULAL PATEL STREE ADHYAPAN MANDIR BRODA (Id: S-6082),102,7.0,14.571428571428571
Smt. Mala Devi Memorial College (Id: S-17212),80,6.0,13.333333333333334
SMT. MANEKBA STREE ADHYAPAN MANDIR GANDHINAGAR (Id: S-6088),115,9.0,12.777777777777779
"SMT. MANJIRA DEVI SHIKSHAN AND PRASHIKSHAN INSTITUTE, HITANU UTTARKASHI (Id: S-3442)",347,60.0,5.783333333333333
"Smt. Mannaru Yasodamma Memorial D.Ed., college, Sri vidyanagar, Chalivendra (Vill) Darsi (P), Prakasam (Id: S-13374)",57,1.0,57.0
SMT M C VASANTA SCHOOL OF NURSING BIDAR (Id: S-4298),238,5.0,47.6
"SMT M.M.PATEL PTC COLLEGE, VIJAYNAGAR (Id: S-15970)",0,2.0,0.0
SMT NARAYANI D R KARIGOWDA SCHOOL OF NURSING HASSAN (Id: S-4299),155,24.0,6.458333333333333
"SMT. PADMINI INSTITUTE OF NURSING AND PARAMEDICAL SCIENCES, EKTA NAGAR DIGHANCHI (Id: S-17996)",36,4.0,9.0
Smt. P. J. Institute of Nursing (Id: S-17607),139,17.0,8.176470588235293
Smt.Pramilatai Bhalerao School Of Nursing (Id: S-17767),60,5.0,12.0
SMT. RAJULBEN VINAYCHANDRA SHAH COLLGE OF FINE ARTS (Id: S-16982),118,2.0,59.0
"SMT RAMKUMARI ELEMENTARY SHIKSHAK PRASHIKSHAN COLLEGE, JHUNJHUNU (Id: S-12540)",95,8.0,11.875
Smt. Raniben Madhabhai Bhadarka Institute of Nursing (Id: S-18102),59,16.0,3.6875
SMT. SADGUNABEN C.U.SHAH ADHYAPAN MANDIR SURENDRANAGAR (Id: S-6097),51,5.0,10.2
Smt Satyawati Devi College Of Pharmacy (Id: S-19078),75,4.0,18.75
SMT SHAKUNTALA SCHOOL OF NURSING HUBLI (Id: S-4300),87,9.0,9.666666666666666
SMT SHALINITAI MEGHE COLLEGE OF NURSING AND HOSPITAL BHILEWADA BHANDARA (Id: S-18852),60,11.0,5.454545454545454
Smt. Shardaben Champaklal Nanavati Institute of Polytechnics School of Nursing (Id: S-17812),80,24.0,3.3333333333333335
SMT. SHARDABEN KANTILAL PATEL PTC COLLEGE SABARKANTHA (Id: S-6098),0,1.0,0.0
Smt Shiva Maurya Teachers Training College (Id: S-15274),200,8.0,25.0
SMT. S.K.BORWAL WALA MAHILA ADHYAPANA MANDIR VALSAD (Id: S-6096),27,5.0,5.4
SMT S S PATEL PTC COLLEGE DAHOD (Id: S-11185),0,1.0,0.0
SMT SUMATI NAIK INSTITUTE OF NURSING SCIENCES UTTARA KANNADA (Id: S-4301),76,9.0,8.444444444444445
SMT SUMITRABAI THAKARE TRAINING SCHOOL OF NURSING YAVATMAL (Id: S-4823),175,12.0,14.583333333333334
SMT SUNDARA DEVI SHIKSHAN PRASHIKSHAN SANSTHAN HALIYAPUR SULTANPUR (Id: S-15786),77,8.0,9.625
SMT SUSHILADEVI NAGUR MEMORIAL NURSING SCHOOL BIJAPUR (Id: S-4302),46,11.0,4.181818181818182
"Smt.Susila Devi Institute of Nursing Education, Rayagada (Id: S-15462)",90,9.0,10.0
SMT. T.K.R. POLYTECHNIC FOR WOMEN (Id: S-633),150,22.0,6.818181818181818
SMT VASANTHA SCHOOL OF NURSING GULBARGA (Id: S-4303),300,10.0,30.0
Smt Vasundharabai Ghuikhedkar Nursing School Amravati (Id: S-17033),60,7.0,8.571428571428571
SMT VIDYAWATI SCHOOL OF NURSING JHANSI (Id: S-5491),255,37.0,6.891891891891892
S.N. COLLEGE OF EDUCATION (Id: S-17450),398,28.0,14.214285714285714
Snehal GNM Institute of Nursing Pune (Id: S-18118),60,7.0,8.571428571428571
SNEHA SCHOOL OF NURSING (Id: S-18873),60,4.0,15.0
"SNEHA SCHOOL OF NURSING, CHAITANYAPURI, HYDERABAD (Id: S-13281)",75,13.0,5.769230769230769
S N MOODBIDRI POLYTECHNIC MOODBIDRI (Id: S-1407),789,53.0,14.88679245283019
S.N.M TEACHER TRAINING INSTITUTE ERNAKULAM (Id: S-7108),64,4.0,16.0
S N S POLYTECHNIC SUNKADAKATTE (Id: S-1408),290,24.0,12.083333333333334
S.N.S. SAMAJAM TEACHER TRAINING INSTITUTE THRISSUR (Id: S-7109),74,5.0,14.8
"S N V TTI KAKKAZHOM, ALAPPUZHA (Id: S-12834)",79,4.0,19.75
Soil School of Business Design (Id: S-19112),22,2.0,11.0
Soiyod Memorial PTTI D.El.Ed (Id: S-16811),447,43.0,10.395348837209303
SOLAMALAI TEACHER TRAINING INSTITUTE FOR WOMEN (Id: S-17311),12,6.0,2.0
SOLAPUR SOCIAL ASSOCIATIONS COLLEGE OF EDUCATION SIDDESHWAR PETH SOLAPUR (Id: S-10107),76,4.0,19.0
"SOMNATH ANM SCHOOL, KODINAR (Id: S-14027)",58,6.0,9.666666666666666
Somnath education and charitable trust sanchalit somnath p.t.c (D.El.Ed.) college Kodinar (Id: S-12594),16,7.0,2.2857142857142856
SONAJI SHIKSHAN PRASARAK MANDAL MAJALGAON BEED (Id: S-10111),84,5.0,16.8
SONALI SCHOOL OF NURSING (Id: S-15513),90,11.0,8.181818181818182
SONARGAON VIVEKANANDA INSTITUTE FOR PRIMARY TEACHERS TRAINING (Id: S-16802),100,8.0,12.5
SONIA GANDHI SCHOOL OF NURSING GULBARGA (Id: S-4305),81,1.0,81.0
Sonitpur Polytechnic (Id: S-18320),496,22.0,22.545454545454547
SOORIYA SCHOOL OF NURSING CHENNAI (Id: S-5336),50,5.0,10.0
SOPHIA NURSING SCHOOL GWALIOR (Id: S-4719),374,21.0,17.80952380952381
SOPHITORIUM MANAGEMENT COLLEGE (Id: S-18259),360,19.0,18.94736842105263
SOPORE INFOTECH (Id: S-17807),65,3.0,21.666666666666668
"SORABH COLLEGE OF ENGINEERING & TECHNOLOGY, KARAULI (Id: S-2685)",937,65.0,14.415384615384616
SORABH T T COLLEGE KHEDLI DAUSA (Id: S-17703),200,16.0,12.5
SORABH TT COLLEGE SAWAI MADHOPUR (515) (Id: S-17742),188,15.0,12.533333333333333
SORO SCHOOL OF ENGINEERING (DIPLOMA) (Id: S-15978),824,36.0,22.88888888888889
S O S NURSING SCHOOL FARIDABAD (Id: S-3839),133,10.0,13.3
Sou. Rukhmini Manohar Machale Nursing School (Id: S-17840),28,4.0,7.0
SOUTH CALCUTTA POLYTECHNIC (Id: S-13873),1015,83.0,12.228915662650602
SOUTH KARNATAKA SCHOOL OF NURSING SUBRAMANYAPURA (Id: S-4306),0,8.0,0.0
"S PADMAVATHY POLYTECHNIC COLLEGE, THURAIYUR (Id: S-13779)",0,10.0,0.0
SPANDAN NURSING COLLEGE KONDHA KOSRA (Id: S-17067),95,24.0,3.9583333333333335
S. P. D. ED. COLLEGE MARATHA SHIKSHAN SANSTHA GAJANAN AMRAVATI AMRAVATI (Id: S-9801),0,2.0,0.0
Spirits Teacher Training College (Id: S-14392),16,8.0,2.0
"S.P.M. NURSING COLLEGE, KANPUR (Id: S-14157)",179,16.0,11.1875
SPOORTHI INSTITUTE OF NURSING (Id: S-19199),16,6.0,2.6666666666666665
"S.PREETHI TEACHER TRAINING INSTITUTE, PADAMATHUR, SIVAGANGAI (Id: S-13910)",49,5.0,9.8
Sraddaha College of Diploma in Enggineering and Technology (Id: S-14933),95,22.0,4.318181818181818
Sradha Institution of Health Science (Id: S-15908),60,7.0,8.571428571428571
"Sradha School of Nursing , Odisha (Id: S-15653)",40,6.0,6.666666666666667
SRAVANTHI INSTITUTE OF ELEMENTARY TEAHCER EDN. WARANGAL (Id: S-5651),32,8.0,4.0
"SRAVYA SCHOOL OF NURSING, PONNUR, GUNTUR (Id: S-13044)",50,13.0,3.8461538461538463
S R C INSTITUTE OF BUSINESS MANAGEMENT BANGALORE (Id: S-1409),51,14.0,3.642857142857143
SRC NURSING AND  PARAMEDICAL INSTITUTE (Id: S-16587),242,23.0,10.521739130434783
"S.R. D.Ed. College, N.R.T. Road, Vinukonda, Guntur - 522647 (Id: S-13366)",79,1.0,79.0
"S.R. D.Ed. College,  Oguru (V), Kandukur (M), Prakasam District-523105 (Id: S-13377)",97,1.0,97.0
SREE ARUMUGHAM POLYTECHNIC COLLEGE THOLUDUR (Id: S-2994),566,57.0,9.929824561403509
SREE BAHUBALI POLYTECHNIC SHRAVANABELAGOLA (Id: S-1445),194,38.0,5.105263157894737
SREE DATTHA INSTITUTE OF ENGINEERING AND SCIENCE (Id: S-637),480,61.0,7.868852459016393
"Sreedevi Elementary Teacher Training Cllege, Borampalli (V), Kalyanadurg(M), Anantapur District-515761 (Id: S-13402)",64,15.0,4.266666666666667
SREE DHARMA PARIPALANA YOGAM SCHOOL OF TTC COCHIN (Id: S-7120),79,6.0,13.166666666666666
SREEKAVITHA ENGINEERING COLLEGE 2nd Shift(Polytechnic) (Id: S-15359),288,65.0,4.430769230769231
SREE KRISHNA POLYTECHNIC COLLEGE VADASERY (Id: S-2997),758,59.0,12.847457627118644
SREE KUMARAGURU POLYTECHNIC COLLEGE HARUR (Id: S-2998),212,23.0,9.217391304347826
"SREE LAKSHMI VENKATESWARA D.El.Ed  INSTITUTION , TADIPATRI (Id: S-16412)",53,17.0,3.1176470588235294
SREE MAHADEVA TEACHER EDUCATION INSTITUTE KOTTAYAM (Id: S-7121),81,5.0,16.2
SREE MULLAPUDI VENKATARAYA MEMORIAL POLYTECHNIC (Id: S-638),1374,65.0,21.138461538461538
SREENAGAR SCHOOL OF NURSING BANGALORE (Id: S-4314),70,10.0,7.0
SREE NARAYANAGURU POLYTECHNIC COLLEGE MADUKKARAI (Id: S-2999),800,55.0,14.545454545454545
SREE NARAYANA TEACHER TRAINING INSTITUTE KOLLAM (Id: S-7124),59,4.0,14.75
SREE NARAYANA TEACHER TRAINING INSTITUTE PALAKKAD (Id: S-7125),94,8.0,11.75
SREE NARAYANA TEACHER TRAINING INSTITUTE THRISSUR (Id: S-7126),55,5.0,11.0
SREE NATARAJA SCHOOL OF NURSING MYSORE (Id: S-4312),68,4.0,17.0
SREEN NARAYANA POLYTECHNIC COLLEGE KOTTIYAM (Id: S-1527),707,48.0,14.729166666666666
SREE RAJA RAJESHWARA SWAMY GOVERNMENT POLYTECHNIC SIRCILLA (Id: S-639),961,43.0,22.348837209302324
SREE RAMA GOVERNMENT POLYTECHNIC COLLEGE THRIPRAYAR (Id: S-1526),917,40.0,22.925
SREE RAMA INSTITUTE OF ELEMENTARY TCHR. EDN. CHITTOOR (Id: S-5652),51,16.0,3.1875
SREE RAMKRISHNA SILPA VIDYAPITH (GOVT POLYTECHNIC) BIRBHUM (Id: S-10956),552,25.0,22.08
Sree Sadhana D.Ed College (Id: S-14317),134,1.0,134.0
SREE SIDDARAMESHWARA POLYTECHNIC TIPTUR (Id: S-1446),578,42.0,13.761904761904763
SREE SREENIVAASAR TEACHER TRAINING INSTITUTE PANAGUDI (Id: S-8296),18,6.0,3.0
"SREE VAIKUNDAR POLYTECHNIC COLLEGE PILLAYARPURAM, KANYAKUMARI (Id: S-12790)",317,31.0,10.225806451612904
SREE VENKATESHWARA SCHOOL OF NURSING BANGALORE (Id: S-4313),220,14.0,15.714285714285714
Sree Vidya Niketan College of Medical Science and Research (Id: S-15666),141,13.0,10.846153846153847
SREE VISVESVARAYA INSTITUE OF TECHNOLOGY AND SCIENCE (II Shift Polytechnic) (Id: S-16570),183,15.0,12.2
SREE VISVESVARAYA POLYTECHNIC MAHABUBNAGAR (Id: S-16562),384,38.0,10.105263157894736
S R G POLYTECHNIC COLLEGE ATHANUR (Id: S-2959),540,40.0,13.5
SRI ADARSH MAHILA ELE. TEACHERS EDUCATION SCHOOL (Id: S-7652),95,8.0,11.875
SRI ADHISANKARAR POLYTECHNIC COLLEGE IRUNGALUR (Id: S-3001),109,45.0,2.422222222222222
SRI ADHISANKARAR TEACHER TRAINING INSTITUTE MANNACHANALLUR (Id: S-8301),3,5.0,0.6
SRI ADICHUNCHANAGIRI INSTITUTE OF PARAMEDICAL SCIENCES (Id: S-18702),230,10.0,23.0
SRI ANDAL NACHIYAR POLYTECHNIC COLLEGE (Id: S-16158),230,29.0,7.931034482758621
"SRI ANNAI ABHIRAMI POLYTECHNIC COLLEGE, PUDUKKOTTAI (Id: S-3002)",171,21.0,8.142857142857142
"SRI ANNAI POLYTECHNIC COLLEGE, VELLORE (Id: S-12739)",362,53.0,6.830188679245283
SRI ANNAMALAI POLYTECHNIC COLLEGE PADUR (Id: S-3003),796,51.0,15.607843137254902
SRI AUROBINDO SEVA KENDRA SCHOOL OF NURSING SOUTH 24 PARGANAS (Id: S-5557),120,9.0,13.333333333333334
SRI AYYAPPA POLYTECHNIC COLLEGE AIVADHUGUDI (Id: S-3005),709,54.0,13.12962962962963
SRI BALAJI POLYTECHNIC COLLEGE CHENGALPET (Id: S-3006),940,78.0,12.051282051282051
"SRI BALAJI PULIPATI PRASAD SCHOOL OF NURSING, KOTHAGUDEM, KHAMMAM (Id: S-13181)",167,8.0,20.875
SRI BALAJI SOCIETY BALAJI INSTITUTE OF MODERN MANAGEMENT (Id: S-257),717,43.0,16.674418604651162
SRI BALAJI TEACHER TRAINING INSTITUTE FOR WOMEN CHERANMAHADEVI (Id: S-8309),42,4.0,10.5
SRI BALAKRISHNA POLYTECHNIC COLLEGE DHARAPURAM (Id: S-3007),396,55.0,7.2
SRI BALAMURUGAN POLYTECHNIC COLLEGE THALAYUTHU (Id: S-3008),259,20.0,12.95
SRI BASAVARAJ SCHOOL OF NURSING CHITRADURGA (Id: S-4315),110,12.0,9.166666666666666
SRI BASAVESHWARA TEACHER TRAINING INSTITUTE TUMKUR (Id: S-6753),63,5.0,12.6
SRI BHARATHI POLYTECHNIC COLLEGE FOR WOMEN KAIKKURICHI (Id: S-3009),193,29.0,6.655172413793103
SRI BHARATHI VELU POLYTECHNIC COLLEGE MELVENKATAPURAM (Id: S-3010),244,28.0,8.714285714285714
SRI BHARGAVI SCHOOL OF NURSING NELLORE (Id: S-3621),160,16.0,10.0
SRI BHARGAVI SCHOOL OF NURSING PRAKASAM (Id: S-3622),137,15.0,9.133333333333333
SRI BHAVANA SCHOOL OF NURSING NALGONDA (Id: S-3623),100,12.0,8.333333333333334
SRI BOGHAR POLYTECHNIC COLLEGE (Id: S-16593),435,53.0,8.20754716981132
SRI B.V.N. TEACHERS TRAINING INSTITUTE KOLAR (Id: S-6748),0,2.0,0.0
SRI C B YELIGAR POLYTECHNIC (Id: S-18380),91,11.0,8.272727272727273
SRI CHAITANYA D.El.Ed COLLEGE (Id: S-16367),31,16.0,1.9375
SRI CHAITANYA POLYTECHNIC COLLEGE (Id: S-641),468,16.0,29.25
SRI CHANNABASAVESHWARA PRIMARY TEACHER TRAINING IN HAVERI (Id: S-6758),19,6.0,3.1666666666666665
"SRI CHANNABASAVESWARA D.ED. COLLEGE, DHARWAD (Id: S-12623)",2,6.0,0.3333333333333333
"Sri Channakeshava Government Polytechnic, Guddada Channapur, Bankapur (Id: S-1285)",292,27.0,10.814814814814815
SRI. D. DEVRAJ URS TEACHER TRAINING INSTITUTE BIDAR (Id: S-6848),69,7.0,9.857142857142858
SRI DEVI TEACHER TRAINING INSTITUTE KRISHNAPURAM PONNERI (Id: S-8318),75,6.0,12.5
"Sri Dharmasthala Manjunatheshwara Polytechnic, Ujire (Id: S-1400)",435,45.0,9.666666666666666
SRI DURGA DEVI POLYTECHNIC COLLEGE KHIZL MUDALAM BEDU (Id: S-3011),759,32.0,23.71875
SRI DURGA SCHOOL OF NURSING PRAKASAM (Id: S-3624),123,15.0,8.2
SRI DURGA SCHOOL OF NURSING PUDUKKOTTAI (Id: S-5340),27,6.0,4.5
SRIDUTT  SINGH INSTITUTE FOR TEACHER TRAINING (Id: S-15768),154,6.0,25.666666666666668
SRI ESHWARAMMAJI PARA MEDICAL COLLEGE (Id: S-19052),209,41.0,5.097560975609756
SRI ESHWARAMMAJI SCHOOL OF NURSING ( S E S O N) KOLAR (Id: S-4317),155,18.0,8.61111111111111
SRI GNANA PRASUNAMBIKA SCHOOL OF NURSING CHITTOOR (Id: S-3625),68,8.0,8.5
"SRI GOVIND SHIKSHAK PRASHIKSHAN COLLEGE BISAU, JHUNJHUNU (Id: S-12541)",95,7.0,13.571428571428571
Sri Gowthami D.Ed College (Id: S-14313),203,1.0,203.0
SRI G PULLA REDDY GOVERNMENT POLYTECHNIC (Id: S-642),252,21.0,12.0
SRI GURU GOBIND SINGH COLLEGE OF PHARMACY (Id: S-14857),527,21.0,25.095238095238095
SRI GURURAJ TEACHER TRAINING INSTITUTE KOLAR (Id: S-6774),36,6.0,6.0
"SRI GURU SHANESHWARA D ED COLLEGE, MELKOTE (Id: S-12497)",11,6.0,1.8333333333333333
SRI HARI PARA MEDICAL COLLEGE YADGIRI (Id: S-18566),20,6.0,3.3333333333333335
"SRI HARNARAIN SOMANI TEACHERS TRAINING INSTITUTIONS, MYSORE (Id: S-12090)",16,5.0,3.2
SRI HARSHA D.Ed COLLEGE (Id: S-15898),108,16.0,6.75
"Sri Harsha D.El.Ed College,Prakasam (Id: S-16418)",74,1.0,74.0
"Sri Harshini College of Education, VIP Road, Rajeev Nagar, Lawyer Pet, Ongole, Prakasam District (Id: S-16376)",73,1.0,73.0
"Sri Harshini D.Ed College, NH5 Street, Martur Village, Martur, Prakasam District (Id: S-16375)",93,1.0,93.0
SRI ISSAC NEWTON TEACHER TRAINING INSTITUTE KADAMBADY (Id: S-8320),50,10.0,5.0
SRI JAGANNATH GNM TRAINING SCHOOL PURI (Id: S-4886),118,8.0,14.75
SRI JEYA SCHOOL OF NURSING VELLORE (Id: S-5342),62,12.0,5.166666666666667
SRI JYOTHI POLYTECHNIC (Id: S-19000),1062,59.0,18.0
Sri Kalahastiswara Institute of Education (Id: S-14348),93,16.0,5.8125
SRI KAMADHENU SCHOOL OF NURSING CHICKMAGALUR (Id: S-4320),69,10.0,6.9
SRI KANAKA SCHOOL OF NURSING (Id: S-19223),52,6.0,8.666666666666666
SRI KARPAGA POLYTECHNIC COLLEGE KANCHIPURAM (Id: S-3013),196,16.0,12.25
"SRI KETHAKI SANGAMESHWARA D ED COLLEGE, JHARASANGAM, ZAHIRABAD, MEDAK (Id: S-14688)",52,8.0,6.5
SRI K L SHASTRI SMARAK NURSING COLLEGE LUCKNOW (Id: S-5492),464,43.0,10.790697674418604
SRI KOTTURSWAMY VIVIDODHESH KOPPAL (Id: S-6790),64,6.0,10.666666666666666
SRI K.RAMACHANDRA NAIDU TEACHER TRAINING INSTITUTE SANKARANKOVIL (Id: S-8326),18,4.0,4.5
"Sri Krishna Chaitanya D.Ed College, Ravipadu, Narsaraopeta (Id: S-15941)",64,1.0,64.0
"Sri Krishna Devaraya D.Ed College, Darsi, 523247 (Id: S-16163)",74,16.0,4.625
SRI KRISHNA POLYTECHNIC BANGALORE (Id: S-1447),262,36.0,7.277777777777778
"Sri Krishna Polytechnic College, Kovaipudur (Id: S-3127)",887,32.0,27.71875
SRI KRISHNA POLYTECHNIC COLLEGE SEVUGAMPATTI (Id: S-3014),348,56.0,6.214285714285714
SRI KRISHNA POLYTECHNIC COLLEGE VADAMAMBAKKAM (Id: S-3015),611,65.0,9.4
SRI KRISHNA SCHOOL OF NURSING (Id: S-15279),80,9.0,8.88888888888889
