Institution,UgMale,UgFemale,DMale,FemaleD,CMale,CFemale,IMale,IFemale
NSS TEACHER TRAINING INSTITUTE THADIYOOR P.O. THIRUVALLA PATHANAMTHITTA PATHANAMTHITTA (Id: S-7090),0,0,4,30,0,0,0,0
"NSS TTI CHERUKOLE PO VAZHAKUNNAM, PATHANAMTHITTA (Id: S-12131)",0,0,0,0,3,36,0,0
"NSS TTI KAVIYOOR THIRIVALLA, PATHANAMTHITTA (Id: S-12117)",0,0,0,0,0,37,0,0
N.S. TEACHERS TRAINING COLLEGE (Id: S-17335),0,0,104,96,0,0,0,0
N S V K TRUST BANGALORE (Id: S-4161),0,0,36,37,0,0,0,0
"NTS, Purba Medinipur District Hospital, Tamluk (Id: S-14946)",0,0,0,135,0,0,0,0
NTVS ADHYAPAK VIDYALAYA NANDURBAR (Id: S-14991),0,0,11,6,0,0,0,0
NURSES TRAINING CENTRE KOLKATTA (Id: S-5536),0,0,0,200,0,0,0,0
NURSES TRAINING INSTITUTE SUNDERGARH (Id: S-4874),0,0,15,140,0,0,0,0
NURSES TRAINING INSTITUTE WEST TRIPURA (Id: S-5377),0,0,0,145,0,0,0,0
"NURSING SCHOOL GENERAL HOSPITAL, CHANDRAPUR (Id: S-12824)",0,0,0,0,6,92,0,0
NURSING SCHOOL LUNGLEI (Id: S-4850),0,0,5,57,0,0,0,0
NURSING TRAINING SCHOOL (Id: S-17628),0,300,0,0,0,0,0,0
NURSING TRAINING SCHOOL 24TH PARGANAS (Id: S-5537),0,0,0,120,0,0,0,0
NURSING TRAINING SCHOOL BURDWAN (Id: S-5538),0,0,0,100,0,0,0,0
"NURSING TRAINING SCHOOL, BURDWAN MEDICAL COLLEGE  AND HOSPITAL, BURDWAN (Id: S-16446)",0,200,0,0,0,0,0,0
NURSING TRAINING SCHOOL DAKSHIN DINAJPUR (Id: S-5539),0,0,0,160,0,0,0,0
NURSING TRAINING SCHOOL E S I HOSPITAL KOLKATTA (Id: S-5543),0,0,0,57,0,0,0,0
NURSING TRAINING SCHOOL HOOGHLY (Id: S-5540),0,0,0,147,0,0,0,0
NURSING TRAINING SCHOOL HOWRAH (Id: S-5541),0,0,0,200,0,0,0,0
NURSING TRAINING SCHOOL JALPAIGURI (Id: S-5542),0,0,0,157,0,0,0,0
NURSING TRAINING SCHOOL LADY DUFFERIN HOSPITAL KOLKATTA (Id: S-5544),0,0,0,240,0,0,0,0
NURSING TRAINING SCHOOL MALDA (Id: S-5545),0,0,0,126,0,0,0,0
NURSING TRAINING SCHOOL MURSHIDABAD (Id: S-5546),0,0,0,145,0,0,0,0
"Nursing Training School, North Bengal Medical College and Hospital (Id: S-17657)",0,300,0,0,0,0,0,0
"Nursing Training school,Uluberia S.D. Hospital,Howrah (Id: S-16609)",0,0,0,138,0,0,0,0
NURSING TRG. SCHOOL. M J N HOSPITAL COOCH BEHAR (Id: S-5547),0,0,0,300,0,0,0,0
NUTAN MAHARASHTRA VIDYA POLYTECHNICPUNE (Id: S-1995),0,0,302,107,0,0,0,0
NUTAN MARATHA VIDYALAYA JALGAON JALGAON (Id: S-9681),0,0,26,68,0,0,0,0
NUTAN VIDYALAYA SOCIETYPOLYTECHNIC GULBARGA (Id: S-1377),0,0,339,26,0,0,0,0
NUZVID POLYTECHNIC (Id: S-603),0,0,920,131,0,0,0,0
N.V. POLYTECHNIC COLLEGE SOMAVARAPATTI (Id: S-2888),0,0,941,133,0,0,0,0
"OCEAN SCHOOL OF NURSING, BANGALORE (Id: S-14130)",0,0,44,76,0,0,0,0
ODISHA INSTITUTE OF ENGINEERING & TECHNOLOGY DHENKANAL (Id: S-2353),0,0,1226,364,0,0,0,0
ODISHA POLYTECHNIC (Id: S-15384),0,0,852,148,0,0,0,0
ODISHA SCHOOL OF ENGINEERING (POLY) BERHAMPUR (Id: S-2354),0,0,340,40,0,0,0,0
ODISHA SCHOOL OF MINING ENGINEERING (Id: S-2355),0,0,613,68,0,0,0,0
OJAS COLLEGE OF EDUCATION (Id: S-16074),0,0,0,81,0,0,0,0
OJASWINI INSTITUTE OF NURSING SCIENCES & RESEARCH DAMOH (Id: S-4694),26,170,14,109,0,0,0,0
OJASWINI NURSING SCHOOL SAGAR (Id: S-4695),62,181,37,72,0,38,0,0
"OM D.ED COLLEGE, DHARWAD (Id: S-12628)",0,0,0,0,0,0,0,0
"Omega College of Elementary Teacher Education,Pamur, Prakasam District-523108 (Id: S-13376)",0,0,34,30,0,0,0,0
"OM INSTITUTE OF POLYTECHNIC, HISAR (Id: S-14441)",0,0,81,5,0,0,0,0
"OM INSTITUTE OF TECHNOLOGY, ROORKEE (Id: S-3434)",0,0,260,34,0,0,0,0
"OMKAR COLLEGE OF PROFESSIONAL STUDIES, GUNA (Id: S-13771)",51,47,79,85,0,0,0,0
"OMKAR NURSING SCHOOL, BHILOLI, NANDED (Id: S-17890)",0,0,34,0,0,0,0,0
"OMKAR SCHOOL OF NURSING, ARON, DISTT-GUNA (Id: S-15474)",0,0,33,42,0,0,0,0
OMKAR SCHOOL OF NURSING GUNA (Id: S-4696),0,0,41,76,0,0,0,0
OM KOTHARI INSTITUTE OF TEACHER TRAINING (Id: S-16625),0,0,78,22,0,0,0,0
OMM MURUGA POLYTECHNIC COLLEGE (Id: S-16600),0,0,258,22,0,0,0,0
OM NURSING COLLEGE (Id: S-17170),0,0,0,29,0,0,0,0
"OM SHANKAR D.ED. COLLEGE, GULBARGA (Id: S-12613)",0,0,1,21,0,0,0,0
OM SHANTHI TEACHER TRAINING INSTITUTE GOVINDUMETT PERAMBUDUR (Id: S-8136),0,0,0,41,0,0,0,0
OM SHANTI JR. COLLEGE OF EDUCATION AHMEDABAD JALNA AHMEDABAD (Id: S-9685),0,0,16,19,0,0,0,0
OM SHIV SANSTHAN TEACHER TRAINING COLLEGE (Id: S-16630),0,0,150,44,0,0,0,0
"ONKAR COLELGE OF PHARMACY, SAJUMA, BHAWANIGARH, SANGRUR (Id: S-14479)",0,0,111,9,0,0,0,0
OOLIYASTHANAM TEACHER TRAINING INSTITUTE (Id: S-8138),0,0,0,38,0,0,0,0
O.P.R. MEMORIAL INSTITUTE OF TEACHER TRAINING VADALUR (Id: S-8135),0,0,0,10,0,0,0,0
ORIENTAL SCHOOL OF BUSINESS (Id: S-235),0,0,0,0,0,0,0,0
ORIENTAL TEACHER TRAINING INSTITUTE UTHANGUDI NEAR MATTUTHAVANI BUS STAND (Id: S-8139),0,0,0,0,0,0,0,0
Orissa Health Education School Of Nursing (Id: S-15449),0,0,0,0,0,60,0,0
Orissa Nursing Training Institute (Id: S-15450),0,0,3,72,0,0,0,0
Orphanage Polytechnic College (Id: S-15374),0,0,615,32,0,0,0,0
OUR LADY OF LOURDES SCHOOL OF NURSING DHARWAD (Id: S-4191),0,0,0,81,0,0,0,0
"OUR LADY OF PILLAR NURSING SCHOOL, SANAND (Id: S-15264)",0,0,0,97,0,0,0,0
OUR LADY SCHOOL OF NURSING DINDIGUL (Id: S-5296),0,0,0,59,0,0,0,0
OXFORD (EVENING) POLYTECHNIC BANGALORE (Id: S-1378),0,0,184,13,0,0,0,0
"OXFORD POLYTECHNIC, HUBLI (Id: S-10983)",0,0,284,59,0,0,0,0
OXFORD SCHOOL OF NURSING B B ROAD BANGALORE (Id: S-4192),0,0,147,38,0,0,0,0
"OXFORD SCHOOL OF NURSING, CHIRALA, PRAKASAM DISTRICT (Id: S-13277)",0,0,0,81,0,0,0,0
OXFORD SCHOOL OF NURSING GULBARGA (Id: S-4193),0,0,21,90,0,0,0,0
OXFORD SCHOOL OF NURSING HYDERABAD (Id: S-3576),0,0,0,112,0,0,0,0
"OXFORD SCHOOL OF POLYTECHNIC DIPLOMA, BALIANTA (Id: S-14450)",0,0,861,291,0,0,0,0
OXFORD TEACHER TRAINING INSTITUTE BANGALORE (Id: S-6555),0,0,2,18,0,0,0,0
"OXFORD TEACHER TRAINING INSTITUTE, TRICHY (Id: S-13925)",0,0,1,40,0,0,0,0
OZAR VIKAS SANSTHAS VISHWASATTYA D. ED. COLLEGE NIPHAD NASIK (Id: S-9688),0,0,0,3,0,0,0,0
PAAVAI POLYTECHNIC COLLEGE PACHAL (Id: S-2914),0,0,921,157,0,0,0,0
PAAVENDHAR POLYTECHNIC COLLEGE MINIVIZHUNDHAN SOUTH (Id: S-2915),0,0,615,69,0,0,0,0
PABITRA MOHAN INSTITUTE OF TECHNOLOGY TALCHER (Id: S-2356),0,0,1116,106,0,0,0,0
PACIFIC COLLEGE OF NURSING (Id: S-15350),0,0,39,115,0,0,0,0
P A C RAMASAMY RAJA POLYTECHNIC COLLEGE VENGANALLUR PANCHAYAT (Id: S-2903),0,0,1558,197,0,0,0,0
PADALESUWARAR POLYTECHNIC COLLEGE MANJAKUPPAM (Id: S-2916),0,0,499,12,0,0,0,0
Padmashree Dr. D. Y. Patil B-School (Id: S-16736),0,0,0,0,0,0,0,0
"PADMASHREE KRUTARTHA ACHARYA INSTITUTE OF ENGINEERING & TECHNOLOGY, BERGARH (Id: S-12810)",0,0,1019,150,0,0,0,0
PADMASHREE SCHOOL OF NURSING BANGALORE (Id: S-4200),0,0,70,70,0,0,0,0
"PADMAVATHI SCHOOL OF NURSING, CHUMMUNIAPAT, CUDDAPAH (Id: S-13101)",0,0,0,76,0,0,0,0
"PADMAVATHI SCHOOL OF NURSING, MADHAVADARA, VISAKHAPATNAM (Id: S-12926)",0,0,0,116,0,0,0,0
Padole Nursing School Yavatmal (Id: S-17968),0,0,0,36,0,0,0,0
PAILAN AVIATION INSTITUTE KOLKATA (Id: S-8975),0,0,73,17,0,0,0,0
PAILAN COLLEGE OF MANAGEMENT AND TECHNOLOGY (PGDM DIVISION) (Id: S-487),0,0,0,0,0,0,0,0
PAILAN TECHNICAL CAMPUS (Id: S-13941),0,0,223,44,0,0,0,0
PAINGANGA INSTITUTE OF NURSING YELGAON (Id: S-18016),0,0,0,40,0,0,0,0
Pajhrapara Satellite Teachers Training Institute (Id: S-16813),0,0,83,67,0,0,0,0
PAKUR POLYTECHNIC ESTD  BY GOVT OF JHARKHAND AND RUN BY BHUBANESWAR POLY AND CYBOTECH CAMPUS UNDER PPP (Id: S-16243),0,0,802,59,0,0,0,0
"Palamoor Reddy Seva Samithi D.Ed. College, Mahabubnagar (Id: S-16282)",0,0,27,61,0,0,0,0
PALANIAMMAL TEACHER TRAINING INSTITUTE POLLACHI (Id: S-8156),0,0,0,0,0,0,0,0
PALLAVAN POLYTECHNIC COLLEGE KOLIVAKKAM (Id: S-2917),0,0,344,19,0,0,0,0
PALLAVI ADHYAPAK VIDYALAYA TRIMURTI CHOWK NAGPUR (Id: S-9694),0,0,10,160,0,0,0,0
"PALLAVI D ED COLLEGE, BALAJI NAGAR, PARGI (Id: S-14895)",0,0,39,52,0,0,0,0
"PALLAVI INSTITUTE OF DIPLOMA IN EDUCATION, NANCHERLA GATE, PARGI ROAD, RANGAREDDY DISTRICT-509337 (Id: S-13424)",0,0,24,59,0,0,0,0
PALLICHANDAN SCHOOL OF NURSING PURI (Id: S-4875),0,0,5,85,0,0,0,0
PAL RAJENDRA EDUCATION TRUSTS PAL RAJENDRA D. ED. COLLEGE KANDIVLI (EAST) MUMBAI (Id: S-9693),0,0,2,66,0,0,0,0
PAMIDI DIET COLLEGE (Id: S-15926),0,0,23,62,0,0,0,0
PANAGARH PRIMARY TEACHERS TRAINING INSTITUTE (Id: S-17382),0,0,111,89,0,0,0,0
PANCHAKOT PRIMARY TEACHERS TRAINING INSTITUTE NADIA (Id: S-8830),0,0,57,43,0,0,0,0
PANCHANANI NANDI MEMORIAL PRIMARY TEACHERS TRAINING INSTITUTE SOUTH 24 PARGNAS (Id: S-8831),0,0,85,115,0,0,0,0
PANCH RATNA JUNIOR COLLEGE OF EDUCATION TAL URAN RAIGAD (Id: S-9695),0,0,0,0,0,0,0,0
PANCH SHEEL INSTITUTE OF EDUCATION ADILABAD (Id: S-5638),0,0,8,12,0,0,0,0
PANCHWATI INSTITUTE OF POLYTECHNIC (Id: S-3341),0,0,541,11,0,0,0,0
PANDAVESWAR COLLEGE OF EDUCATION (Id: S-17373),0,0,102,198,0,0,0,0
PANDIT DEENDAYAL UPADHYAY SHIKSHAN SANSTHAN (Id: S-16749),0,0,0,98,0,0,0,0
"PANDIT SIYARAM SHARMA COLLEGE OF EDUCATION, BIROULI, BULANDSHAHR (Id: S-14759)",0,0,0,0,54,113,0,0
PANDIYAN POLYTECHNIC COLLEGE ADHIYUR VILLAGE (Id: S-2918),0,0,380,9,0,0,0,0
PANDURANG DESAI JR. COLLEGE OF EDUCATION KUSUR KUSUR SATARA (Id: S-9698),0,0,5,34,0,0,0,0
"PAN GOVT. ELEMENTARY TEACHER EDUCATION INSTITUTION, BANKOI, KHURDA (Id: S-7437)",0,0,0,0,52,45,0,0
PANIMALAR POLYTECHNIC COLLEGE - (Id: S-2919),0,0,1406,82,0,0,0,0
PANNA DAI SCHOOL OF NURSING NEW DELHI (Id: S-3743),0,0,0,80,0,0,0,0
PANNA DHAI MAA SUBHARATI NURSING COLLEGE MEERUT (Id: S-5452),0,0,49,305,0,0,0,0
PANSKURA PRIMARY TEACHERS TRAINING INSTITUTE PURBA MEDINIPUR (Id: S-8832),0,0,16,55,0,0,0,0
P A POLYTECHNIC COLLEGE POLLACHI (Id: S-2904),0,0,1265,154,0,0,0,0
P A POLYTECHNIC NADUPADAV MANGALORE (Id: S-1379),0,0,1087,58,0,0,0,0
PARABRAHMA SPECIALITY HOSPITAL & RESEARCH CENTRE KOLLAM (Id: S-4553),0,0,0,52,0,0,0,0
PARADISE INSTITUTE OF TECHNOLOGY (Id: S-15839),0,0,340,91,0,0,0,0
"PARADISE POLYTECHNIC COLLEGE, SIKER (Id: S-2636)",0,0,243,22,0,0,0,0
Paramedical College of Gujarat (Id: S-17874),0,0,0,0,4,7,0,0
"Parameshwari College of Education (D.Ed.,) Kalavarai (V) Bobbili (M) Vizianagaram District-535558 (Id: S-13329)",0,0,17,33,0,0,0,0
PARAMOUNT SCHOOL OF NURSING JHAJJAR (Id: S-3833),0,0,0,189,0,0,0,0
PARAMVEER POLYTECHNIC COLLEGE PAPPARAPATTY (Id: S-2920),0,0,615,75,0,0,0,0
"PARIMALA PANDURANGAN POLYTECHNIC COLLEGE, CHITHATHUR, WALAJAPET (Id: S-13955)",0,0,353,65,0,0,0,0
PARIMALA SCHOOL OF NURSING TUTICORIN (Id: S-5299),0,0,0,51,0,0,0,0
PARIVARTAN GRAMIN VIKAS MAHILA VA SHIKSHAN MANDAL SHRI RAMKRISHANA PARAMHANS COLLEGE OF BED SARASWATI COMPLEX PARBHANI (Id: S-9703),0,0,9,17,0,0,0,0
"PARKAR MEDICAL FOUNDATIONs SCHOOL OF NURSING, RATNAGIRI (Id: S-12838)",0,0,5,95,0,0,0,0
"PARTHA SCHOOL OF NURSING, PARTHA CHARITABLE SOCIETY, CHITTOOR (Id: S-13153)",0,0,0,144,0,0,0,0
PARUL INSTITUTE OF MANAGEMENT - (PGDM) (Id: S-15155),0,0,0,0,0,0,0,0
PARVATIBAI JR. COLLEGE OF EDUCATION KARVENAGAR PUNE (Id: S-9705),0,0,0,64,0,0,0,0
PARVATIBAI MHASKE INSTITUTE OF NURSING AHMEDNAGAR (Id: S-4791),0,0,17,74,0,0,0,0
Parvatibai Nursing School wardha (Id: S-18183),0,0,0,31,0,0,0,0
PASCHIM BANGA RAJYA PRATIBANDHI SAMMILANI KOLKATTA (Id: S-5548),0,0,0,299,0,0,0,0
PASTOR LENSSEN POLYTECHNIC COLLEGE KUTHENKULY (Id: S-2921),0,0,466,32,0,0,0,0
PASUMPON NETHAJI POLYTECHNIC COLLEGE MELANEELITHANALLUR (Id: S-2922),0,0,80,0,0,0,0,0
PATEL SCHOOL OF NURSING BANGALORE (Id: S-4202),0,0,25,64,0,0,0,0
PATHANI SAMANTA INSTITUTE OF ENGG. & TECHNOLOGY (Id: S-2357),0,0,1021,97,0,0,0,0
PATHANI SAMANTA NURSING CENTRE NAYAGARH (Id: S-4876),0,0,7,77,0,48,0,0
"PATHANKOT POLYTEHNIC COLLEGE, PATHANKOT (Id: S-2482)",0,0,123,27,0,0,0,0
"PATIALA POLYTECHNIC COLLEGE, PATIALA (Id: S-2484)",0,0,255,218,0,0,0,0
"PATLIPUTRA G N M TRAINING SCHOOL, PATNA (Id: S-13798)",0,0,36,164,0,0,0,0
"PATNA ANM SCHOOL, JAGANPUR, PATNA (Id: S-14805)",0,0,0,90,0,0,0,0
PATNA SAHIB TECHNICAL CAMPUS (Id: S-14920),0,0,98,10,0,0,0,0
"PATTAMMAL SCHOOL OF NURSING, KUMBAKONAM (Id: S-12885)",0,0,0,24,0,0,0,0
PATTUKKOTTAI POLYTECHNIC COLLEGE SANTHANKADU (Id: S-2923),0,0,1061,25,0,0,0,0
PAVAI VARAM POLYTECHNIC COLLEGE PACHAL (Id: S-2924),0,0,0,0,0,0,0,0
PAVANA SCHOOL OF NURSING BANGALORE URBAN (Id: S-4204),0,0,24,26,0,0,0,0
PAVAN POLYTECHNIC KOLAR (Id: S-10973),0,0,100,20,0,0,0,0
PAVAN SCHOOL OF NURSING KOLAR (Id: S-4203),0,0,19,29,0,0,0,0
PAVENDAR BHARATHIDASAN POLYTECHNIC COLLEGE MATHUR (Id: S-2925),0,0,157,27,0,0,0,0
"P.C.P.S COLLEGE OF TECHNOLOGY AND MANAGEMENT,USPHAR,MATHURA (Id: S-16648)",0,0,214,18,0,0,0,0
P.D. MEMORIAL POLYTECHNIC SARAI AURANGABAD TEHSIL BAHADURGARH (Id: S-1034),0,0,418,18,0,0,0,0
PDMIET KARSINDHU (SAFIDON) (Id: S-1038),0,0,151,12,0,0,0,0
PEARL VALLEY EDUCATION SOCIETY BANGALORE (Id: S-6562),0,0,0,23,0,0,0,0
PEE GEE POLYTECHNIC COLLEGE NO (Id: S-2926),0,0,74,5,0,0,0,0
PEERLESS HOSPITAL & B K ROY RESEARCH CENTRE KOLKATTA (Id: S-5549),0,0,0,105,0,0,0,0
Pemmasani Sambasiva Rao College of Elementary Education (Id: S-16188),0,0,25,32,0,0,0,0
Penuballi Ramakrishnaiah College of Elementary Education (Id: S-14331),0,0,13,78,0,0,0,0
PEOPLE EDUCATION SOCIETY'S P.E.S. POLYTECHNIC NAGSENVAN AURANGABAD (Id: S-2006),0,0,318,67,0,0,0,0
PERINGATHUR TEACHERS TRAINING INSTITUTE KANNUR (Id: S-7095),0,0,26,74,0,0,0,0
PERIYAR CENTENARY POLYTECHNIC COLLEGE VALLAM (Id: S-2927),0,0,1059,66,0,0,0,0
PERIYAR TEACHER TRAINING INSTITUTE PERIYAR MALIGAI PUTHUR (Id: S-8165),0,0,0,4,0,0,0,0
PERUNTHALAIVAR K KAMARAJAR POLYTECHNIC COLLEGE (Id: S-16599),0,0,45,11,0,0,0,0
PES JUNIOR COLLEGE OF EDUCATION NAVI MUMBAI THANE (Id: S-9709),0,0,3,61,0,0,0,0
"PES Polytechnic (563), Guddadarakere, Shivamogga (Id: S-14693)",0,0,455,90,0,0,0,0
P E S POLYTECHNICBANASHANKARI 1ST CROSSHANUMANTHNAGAR BANGALORE (Id: S-1381),0,0,479,100,0,0,0,0
"PETHROAD NURSING SCHOOL, PETH (Id: S-16129)",0,0,0,40,0,0,0,0
PET POLYTECHNIC COLLEGE ACHAMPADU (Id: S-2928),0,0,1015,37,0,0,0,0
P.G.M TEACHER TRAINING INSTITUTE PATHANAMTHITTA (Id: S-7092),0,0,0,0,7,15,0,0
PGP POLYTECHNIC COLLEGE (Id: S-2929),0,0,288,43,0,0,0,0
P G SCHOOL OF NURSING HASSAN (Id: S-4196),0,0,7,117,0,0,0,0
PHANI SCHOOL OF NURSING KRISHNA (Id: S-3581),0,66,0,0,0,0,0,0
PHULE SAMAJ SUDHARAK SAMITI INDIRA GANDHI NURSING INSTITUTE (Id: S-17973),0,0,0,40,0,0,0,0
PHULE SAMAJ SUDHARAK SAMITI MUKHED NANDED (Id: S-9710),0,0,25,38,0,0,0,0
PIMPALNER EDUCATION SOCIETY SAKRI DHULE (Id: S-9712),0,0,53,81,0,0,0,0
PIMPRI NURSING SCHOOL (Id: S-16124),0,0,12,76,0,0,0,0
Pioneer ANM Training School (Id: S-15661),0,0,0,60,0,0,0,0
PIONEER SCHOOL OF NURSING RAMANATHAPURAM (Id: S-5300),0,0,0,41,0,0,0,0
PIYUNI PRE-SCHOOL TEACHER EDUCATION AHMEDABAD (Id: S-5913),0,0,0,0,0,0,0,0
P.K.D. TTI POLLACHI (Id: S-8147),0,0,0,0,0,0,0,0
P K POLYTECHNIC (Id: S-13963),0,0,230,7,0,0,0,0
P.L. COLLEGE OF EDUCATION JASWANTNAGAR ETAWAH (Id: S-15762),0,0,0,0,31,55,0,0
P.L.DUBEY MEMORIAL S.T.C. COLLEGE (Id: S-17471),0,0,75,24,0,0,0,0
P M COLLEGE OF PHARMACY (Id: S-16780),0,0,98,5,0,0,0,0
PMKR Institute of D.El.Ed (Id: S-14308),0,0,67,53,0,0,0,0
P M PATEL COLLEGE OF EDUCATION ANAND (Id: S-11091),0,0,0,0,0,0,0,0
P M S SCHOOL OF NURSING BANGALORE URBAN (Id: S-4197),0,0,75,106,0,0,0,0
"P.N.B. POLYTECHNIC COLLEGE, JAIPUR (Id: S-2634)",0,0,91,1,0,0,0,0
"P N C AND K R SON, NARASARAOPET, GUNTUR (Id: S-13047)",0,0,49,86,0,0,0,0
PNCA Teacher Training College (Id: S-14315),0,0,27,112,0,0,0,0
P.N.DAS ACADEMY (Id: S-17369),0,0,110,90,0,0,0,0
PNR Teacher Training College (Id: S-14381),0,0,8,11,0,0,0,0
PNS SCHOOL OF ENGG. & TECH. MARSHAGHAI (Id: S-2358),0,0,768,88,0,0,0,0
"POKARAN POLYTECHNIC COLLEGE, POKARAN (Id: S-2638)",0,0,287,12,0,0,0,0
POLYTECHNIC EDUCATION & TRAINING INSTITUTE 9TH MILESTONE KAITHAL ROAD (Id: S-1039),0,0,268,8,0,0,0,0
POLYTECHNIC IN ANIMAL HUSBANDRY KHADASALI (Id: S-16967),0,0,63,2,0,0,0,0
PONNAIYAH RAMAJAYAM POLYTECHNIC COLLEGE KEELAPALAYUR VILLAGE (Id: S-2932),0,0,526,10,0,0,0,0
PONNAIYAH RAMAJAYAM POLYTECHNIC COLLEGE VALLAM (Id: S-2933),0,0,551,28,0,0,0,0
Popular Nursing School (Id: S-15270),0,0,16,162,0,0,0,0
Popular Nursing School Mirzapur (Id: S-18230),0,0,4,80,0,0,0,0
"POTHIGAI POLYTECHNIC COLLEGE POTHIGAI NAGAR, PERAMBALUR (Id: S-12783)",0,0,119,8,0,0,0,0
POTNURU RAMANAIDU DEd COLLEGE (Id: S-16460),0,0,128,109,0,0,0,0
POULOMI SCHOOL OF NURSING HYDERABAD (Id: S-3582),0,0,0,100,0,0,0,0
P.P.S.COLLEGE OF NURSING (Id: S-15249),0,0,17,161,0,0,0,0
"PRABHADEVI  SCHOOL  OF  NURSING, CHANDRAPUR (Id: S-12827)",0,0,30,590,0,0,0,0
Prabha Institute Of Nursing and Paramedical Training (Id: S-18098),0,0,18,22,0,0,0,0
PRABHAKAR MAMULKAR D. ED. COLLEGE RAJURA CHANDRAPUR (Id: S-9715),0,0,0,0,0,0,0,0
PRABHAKAR PATIL EDUCATION SOCIETY ALIBAG RAIGAD (Id: S-9716),0,0,0,9,0,0,0,0
"PRABHA SCHOOL OF NURSING, MANCHERIAL, ADILABAD (Id: S-13195)",0,0,9,89,0,0,0,0
"PRABHA SHANKAR PANDYA COLLEGE, PARTAPUR (Id: S-18139)",0,0,76,22,0,0,0,0
Prabhat Jyotirmoyee College of Education (Id: S-16789),0,0,24,26,0,0,0,0
"PRABHAVATI NURSING SCHOOL,AURANGABAD (Id: S-17256)",0,0,0,20,0,0,0,0
Prabhu Kailash Polytechnic college (Id: S-18256),0,0,114,19,0,0,0,0
"PRADEEP MEMORIAL COMPREHENSIVE COLLEGE OF EDUCATION, NANGLOI (Id: S-13816)",0,0,0,179,0,0,0,0
PRADNYA BAHUUDDESHIYA MAHILA SANSTHA SHEGAON BULDANA (Id: S-9718),0,0,10,42,0,0,0,0
PRADNYA PRATISHTHAN WAMAN NAGAR NANDED (Id: S-9719),0,0,0,0,0,0,0,0
"Pragathi College of Education,  Mahabubnagar (Id: S-16283)",0,0,10,38,0,0,0,0
"PRAGATHI D ED COLLEGE, ANNOJIGUDA (Id: S-14647)",0,0,44,27,0,0,0,0
"PRAGATHI D ED COLLEGE, DURKI (Id: S-14643)",0,0,23,60,0,0,0,0
PRAGATHI INSTITUTE OF NURSING BANGALORE (Id: S-4207),0,0,57,113,0,0,0,0
PRAGATHI POLYTECHNIC COLLEGE (Id: S-16186),0,0,193,15,0,0,0,0
"PRAGATHI SCHOOL OF NURSING, PATAMATALANKA, KRISHNA (Id: S-13011)",0,0,0,74,0,0,0,0
PRAGATHI SCHOOL OF NURSING RANGA REDDY (Id: S-3584),0,0,0,105,0,0,0,0
PRAGATHI T.T.I BANGALORE RURAL (Id: S-6566),0,0,0,0,0,0,0,0
pragati college of pharmacy (Id: S-17878),0,0,96,13,0,0,0,0
"Pragati D.Ed., College, D.No.19-1-437/1, Near Anjaneya Swamy Temple, Samalkota, East Godavari District-533440 (Id: S-13340)",0,0,12,54,0,0,0,0
"PRAGATI NURSING  SCHOOL,  PATODA (Id: S-17863)",0,0,0,37,0,0,0,0
PRAGATI STC INSTITUTE POLICE LINE KOTA (Id: S-7600),0,0,0,198,0,0,0,0
PRAGAT MAHILA MANDAL TULJA BHAVANI D. ED. COLLEGE DEGLOOR NANDED (Id: S-9720),0,0,15,34,0,0,0,0
PRAGNA COLLEGE OF EDUCATION.(D.Ed) (Id: S-18216),0,0,76,24,0,0,0,0
"Pragyan Research Institute of Diploma Engineering, Barmer (Id: S-2674)",0,0,11,0,0,0,0,0
"PRAJAKTA NURSING SCHOOL,PARLI.V, BEED,MAHARASHTRA (Id: S-16132)",0,0,16,44,0,0,0,0
PRAJANANDA GOVT. PRIMARY TEACHERS TRAINING INSTITUTE NADIA (Id: S-8833),0,0,103,97,0,0,0,0
PRAJASATTAK COLLEGE OF EDUCATION BHANDARA ROAD NAGPUR (Id: S-9722),0,0,1,40,0,0,0,0
"PRAKASH COLLEGE OF ELEMENTARY EDUCATION, GOLLAPALLI, CHEVELLA (Id: S-14691)",0,0,47,53,0,0,0,0
"PRAKASH INSTITUTE OF PHYSIO. REH. & ALLIED HEALTH SCIENCES, NOIDA (Id: S-14148)",0,0,82,175,0,0,0,0
PRANAM PRIMARY TEACHERS TRAINING COLLEGE SARKHEJ (Id: S-11104),0,0,0,0,0,0,0,0
PRANAVAM SCHOOL OF NURSING KOLLAM (Id: S-4555),0,0,0,50,0,0,0,0
PRASANNA POLYTECHNICUJIRE BELTHANGADY D K DIST. (Id: S-1384),0,0,368,15,0,0,0,0
PRASHANTI COLLEGE OF EDUCATION FOR WOMEN ( BSTC ) (Id: S-16628),0,0,0,98,0,0,0,0
PRATAP JUNIOR COLLEGE OF EDUCATION NIGARE KOLHAPUR (Id: S-9725),0,0,3,24,0,0,0,0
PRATHIMA SCHOOL OF NURSING KARIMNAGAR (Id: S-3585),0,0,0,70,0,0,0,0
PRATIBHA SCHOOL OF NURSING (Id: S-15586),0,0,8,92,0,0,0,0
"PRATIKSHA SCHOOL OF NURSING, BARBARI, GUWAHATI (Id: S-13867)",0,0,4,129,0,0,0,0
PRATIMA NURSING COLLEGE (Id: S-18228),0,0,10,15,0,0,0,0
Pratishta Institute of Pharmaceutical Sciences (D Pharmacy) (Id: S-16561),0,0,22,7,0,0,0,0
